Curso;Unidade Curricular;Turma;Turno;Inscritos no turno;Dia da semana;Data da aula;Hora início da aula;Hora fim da aula;Características da sala pedida para a aula;Sala atribuída à aula
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Sex;02/12/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Qua;23/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Qua;16/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Qua;09/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Qua;02/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Seg;28/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Seg;21/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Seg;14/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Seg;07/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Ter;29/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Ter;22/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Ter;15/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Ter;08/11/2022;13:00:00;14:30:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Sex;04/11/2022;10:30:00;12:00:00;Sala Aulas Mestrado;AA2.26
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Sex;04/11/2022;12:00:00;13:30:00;Sala Aulas Mestrado;AA2.26
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Sex;02/12/2022;14:30:00;16:00:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Seg;28/11/2022;14:30:00;16:00:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Seg;21/11/2022;14:30:00;16:00:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Seg;14/11/2022;14:30:00;16:00:00;Sala Aulas Mestrado;AA2.25
ME;Teoria dos Jogos e dos Contratos;MEA1;01789TP01;30;Seg;07/11/2022;14:30:00;16:00:00;Sala Aulas Mestrado;AA2.25
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;12/12/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;05/12/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;28/11/2022;18:00:00;20:00:00;Não necessita de sala;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;21/11/2022;18:00:00;20:00:00;Não necessita de sala;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;14/11/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;07/11/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA2.23
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;31/10/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA2.23
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;24/10/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA2.23
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;17/10/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;10/10/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA3.24
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;03/10/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA2.28
PIUDHIST;Seminário de Projecto I (Piudhist);DHMCMG1;SP-I_(Piudhist)S01;0;Seg;26/09/2022;18:00:00;20:00:00;Sala Aulas Mestrado;AA2.26
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;14/12/2022;11:00:00;12:30:00;Sala/anfiteatro aulas;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;07/12/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;30/11/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;23/11/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;16/11/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;09/11/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;02/11/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;26/10/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;19/10/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;12/10/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;28/09/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
LP;Competências Académicas I;PA3;L5205PL05;23;Qua;21/09/2022;11:00:00;12:30:00;Sala de Aulas normal;2E+07
CT;Gestão de Conflitos;CI-CT-02;00668TP02;24;Qui;10/11/2022;13:00:00;15:00:00;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;CI-CT-02;00668TP02;24;Qui;03/11/2022;13:00:00;15:00:00;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;CI-CT-02;00668TP02;24;Qui;27/10/2022;13:00:00;15:00:00;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;CI-CT-02;00668TP02;24;Qui;20/10/2022;13:00:00;15:00:00;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;CI-CT-02;00668TP02;24;Qui;13/10/2022;13:00:00;15:00:00;Sala de Aulas normal;AA3.30
CT;Gestão de Conflitos;CI-CT-02;00668TP02;24;Qui;06/10/2022;13:00:00;15:00:00;Sala de Aulas normal;AA3.30
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;09/12/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;02/12/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;25/11/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;18/11/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;11/11/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;28/10/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;21/10/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;14/10/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;07/10/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;30/09/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;23/09/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C5.06
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;ET-A9, ET-A8, ET-A7, ET-A12, ET-A11, ET-A10;L0705TP23;44;Sex;16/09/2022;13:00:00;14:30:00;Não necessita de sala;
DF;Investimentos II;DFB1;01074TP01;3;Seg;05/12/2022;17:30:00;19:00:00;Sala/anfiteatro aulas;AA2.24
DF;Investimentos II;DFB1;01074TP01;3;Seg;28/11/2022;17:30:00;19:00:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;21/11/2022;17:30:00;19:00:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;14/11/2022;17:30:00;19:00:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;07/11/2022;17:30:00;19:00:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;31/10/2022;17:30:00;19:00:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;24/10/2022;17:30:00;19:00:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;17/10/2022;17:30:00;19:00:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;05/12/2022;19:00:00;20:30:00;Sala/anfiteatro aulas;AA2.24
DF;Investimentos II;DFB1;01074TP01;3;Seg;28/11/2022;19:00:00;20:30:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;21/11/2022;19:00:00;20:30:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;14/11/2022;19:00:00;20:30:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;07/11/2022;19:00:00;20:30:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;31/10/2022;19:00:00;20:30:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;24/10/2022;19:00:00;20:30:00;Sala/anfiteatro aulas;D1.07
DF;Investimentos II;DFB1;01074TP01;3;Seg;17/10/2022;19:00:00;20:30:00;Sala/anfiteatro aulas;D1.07
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;15/12/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;24/11/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;17/11/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;10/11/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;27/10/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;20/10/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;13/10/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;06/10/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;29/09/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;22/09/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qui;15/09/2022;14:30:00;16:00:00;Sala/anfiteatro aulas;
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;14/12/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;07/12/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;30/11/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;23/11/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;16/11/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;09/11/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;26/10/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;19/10/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;12/10/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;28/09/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;21/09/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Qua;14/09/2022;13:00:00;14:30:00;Sala/anfiteatro aulas;
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;16/12/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.01
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;09/12/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;02/12/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;25/11/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;18/11/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;11/11/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;28/10/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;21/10/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;14/10/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;07/10/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;30/09/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;23/09/2022;14:30:00;16:00:00;Sala de Aulas normal;C6.10
LETI, LEI, LEI-PL;Cálculo I;EI-A6, EI-A5, EI-A4, EI-A3, EI-A2, EI-A1;03703TP02;52;Sex;16/09/2022;14:30:00;16:00:00;Sala/anfiteatro aulas;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;28/11/2022;14:30:00;16:00:00;Anfiteatro aulas;
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;21/11/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;14/11/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;07/11/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;31/10/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;24/10/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;17/10/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;10/10/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;03/10/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;26/09/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;19/09/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;EI-C6, EI-C5, EI-C4, EI-C3, EI-C2, EI-C1;03708T02;99;Seg;12/09/2022;14:30:00;16:00:00;Anfiteatro aulas;Auditório B1.03
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;07/12/2022;11:00:00;12:30:00;Sala de Aulas normal;
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;30/11/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;23/11/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;16/11/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;09/11/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;02/11/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;26/10/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;19/10/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;12/10/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;28/09/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;21/09/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;14/09/2022;11:00:00;12:30:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;07/12/2022;09:30:00;11:00:00;Sala de Aulas normal;
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;30/11/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;23/11/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;16/11/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;09/11/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;02/11/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;26/10/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;19/10/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;12/10/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;28/09/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;21/09/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
LFC;Reporte Financeiro;FCC2;M8642TP01;35;Qua;14/09/2022;09:30:00;11:00:00;Sala de Aulas normal;C4.06
SSS;Competências, para A Prática do Serviço Social na Saúde;PG SSS;CPSSSTP01;17;Sex;25/11/2022;18:00:00;20:00:00;Não necessita de sala;
SSS;Competências, para A Prática do Serviço Social na Saúde;PG SSS;CPSSSTP01;17;Sex;18/11/2022;18:00:00;20:00:00;Não necessita de sala;
SSS;Competências, para A Prática do Serviço Social na Saúde;PG SSS;CPSSSTP01;17;Sex;11/11/2022;18:00:00;20:00:00;Não necessita de sala;
SSS;Competências, para A Prática do Serviço Social na Saúde;PG SSS;CPSSSTP01;17;Sex;04/11/2022;18:00:00;20:00:00;Não necessita de sala;
SSS;Competências, para A Prática do Serviço Social na Saúde;PG SSS;CPSSSTP01;17;Sex;28/10/2022;18:00:00;20:00:00;Não necessita de sala;
SSS;Competências, para A Prática do Serviço Social na Saúde;PG SSS;CPSSSTP01;17;Sex;21/10/2022;18:00:00;20:00:00;Não necessita de sala;
SSS;Competências, para A Prática do Serviço Social na Saúde;PG SSS;CPSSSTP01;17;Sex;14/10/2022;18:00:00;20:00:00;Não necessita de sala;
